"Notes","County of Residence","County of Residence Code","Year","Year Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births
,"Jasper County, MO","29097","2018","2018","4000 - 4499 grams","09",89
,"Jasper County, MO","29097","2018","2018","4500 - 4999 grams","10",20
,"Jasper County, MO","29097","2019","2019","1500 - 1999 grams","04",26
,"Jasper County, MO","29097","2019","2019","2000 - 2499 grams","05",70
,"Jasper County, MO","29097","2019","2019","2500 - 2999 grams","06",271
,"Jasper County, MO","29097","2019","2019","3000 - 3499 grams","07",579
,"Jasper County, MO","29097","2019","2019","3500 - 3999 grams","08",386
,"Jasper County, MO","29097","2019","2019","4000 - 4499 grams","09",109
,"Jasper County, MO","29097","2019","2019","4500 - 4999 grams","10",16
,"Jasper County, MO","29097","2020","2020","1500 - 1999 grams","04",21
,"Jasper County, MO","29097","2020","2020","2000 - 2499 grams","05",66
,"Jasper County, MO","29097","2020","2020","2500 - 2999 grams","06",234
,"Jasper County, MO","29097","2020","2020","3000 - 3499 grams","07",574
,"Jasper County, MO","29097","2020","2020","3500 - 3999 grams","08",425
,"Jasper County, MO","29097","2020","2020","4000 - 4499 grams","09",78
,"Jasper County, MO","29097","2020","2020","4500 - 4999 grams","10",16
,"Jasper County, MO","29097","2021","2021","500 - 999 grams","02",12
,"Jasper County, MO","29097","2021","2021","1000 - 1499 grams","03",16
,"Jasper County, MO","29097","2021","2021","1500 - 1999 grams","04",31
,"Jasper County, MO","29097","2021","2021","2000 - 2499 grams","05",87
,"Jasper County, MO","29097","2021","2021","2500 - 2999 grams","06",264
,"Jasper County, MO","29097","2021","2021","3000 - 3499 grams","07",566
,"Jasper County, MO","29097","2021","2021","3500 - 3999 grams","08",396
,"Jasper County, MO","29097","2021","2021","4000 - 4499 grams","09",93
,"Jasper County, MO","29097","2022","2022","1000 - 1499 grams","03",11
,"Jasper County, MO","29097","2022","2022","1500 - 1999 grams","04",28
,"Jasper County, MO","29097","2022","2022","2000 - 2499 grams","05",74
,"Jasper County, MO","29097","2022","2022","2500 - 2999 grams","06",284
,"Jasper County, MO","29097","2022","2022","3000 - 3499 grams","07",588
,"Jasper County, MO","29097","2022","2022","3500 - 3999 grams","08",403
,"Jasper County, MO","29097","2022","2022","4000 - 4499 grams","09",94
,"Jasper County, MO","29097","2022","2022","4500 - 4999 grams","10",11
,"Jasper County, MO","29097","2023","2023","1000 - 1499 grams","03",12
,"Jasper County, MO","29097","2023","2023","1500 - 1999 grams","04",22
,"Jasper County, MO","29097","2023","2023","2000 - 2499 grams","05",66
,"Jasper County, MO","29097","2023","2023","2500 - 2999 grams","06",272
,"Jasper County, MO","29097","2023","2023","3000 - 3499 grams","07",567
,"Jasper County, MO","29097","2023","2023","3500 - 3999 grams","08",353
,"Jasper County, MO","29097","2023","2023","4000 - 4499 grams","09",79
,"Jasper County, MO","29097","2024","2024","1500 - 1999 grams","04",27
,"Jasper County, MO","29097","2024","2024","2000 - 2499 grams","05",63
,"Jasper County, MO","29097","2024","2024","2500 - 2999 grams","06",287
,"Jasper County, MO","29097","2024","2024","3000 - 3499 grams","07",594
,"Jasper County, MO","29097","2024","2024","3500 - 3999 grams","08",340
,"Jasper County, MO","29097","2024","2024","4000 - 4499 grams","09",70
,"Jasper County, MO","29097","2024","2024","4500 - 4999 grams","10",11
,"Jefferson County, MO","29099","2016","2016","1000 - 1499 grams","03",23
,"Jefferson County, MO","29099","2016","2016","1500 - 1999 grams","04",28
,"Jefferson County, MO","29099","2016","2016","2000 - 2499 grams","05",85
,"Jefferson County, MO","29099","2016","2016","2500 - 2999 grams","06",349
,"Jefferson County, MO","29099","2016","2016","3000 - 3499 grams","07",867
,"Jefferson County, MO","29099","2016","2016","3500 - 3999 grams","08",705
,"Jefferson County, MO","29099","2016","2016","4000 - 4499 grams","09",200
,"Jefferson County, MO","29099","2016","2016","4500 - 4999 grams","10",25
,"Jefferson County, MO","29099","2017","2017","1000 - 1499 grams","03",13
,"Jefferson County, MO","29099","2017","2017","1500 - 1999 grams","04",28
,"Jefferson County, MO","29099","2017","2017","2000 - 2499 grams","05",89
,"Jefferson County, MO","29099","2017","2017","2500 - 2999 grams","06",349
,"Jefferson County, MO","29099","2017","2017","3000 - 3499 grams","07",758
,"Jefferson County, MO","29099","2017","2017","3500 - 3999 grams","08",620
,"Jefferson County, MO","29099","2017","2017","4000 - 4499 grams","09",169
,"Jefferson County, MO","29099","2017","2017","4500 - 4999 grams","10",28
,"Jefferson County, MO","29099","2018","2018","500 - 999 grams","02",10
,"Jefferson County, MO","29099","2018","2018","1000 - 1499 grams","03",17
,"Jefferson County, MO","29099","2018","2018","1500 - 1999 grams","04",29
,"Jefferson County, MO","29099","2018","2018","2000 - 2499 grams","05",114
,"Jefferson County, MO","29099","2018","2018","2500 - 2999 grams","06",336
,"Jefferson County, MO","29099","2018","2018","3000 - 3499 grams","07",820
,"Jefferson County, MO","29099","2018","2018","3500 - 3999 grams","08",596
,"Jefferson County, MO","29099","2018","2018","4000 - 4499 grams","09",169
,"Jefferson County, MO","29099","2018","2018","4500 - 4999 grams","10",21
,"Jefferson County, MO","29099","2019","2019","1000 - 1499 grams","03",18
,"Jefferson County, MO","29099","2019","2019","1500 - 1999 grams","04",44
,"Jefferson County, MO","29099","2019","2019","2000 - 2499 grams","05",105
,"Jefferson County, MO","29099","2019","2019","2500 - 2999 grams","06",389
,"Jefferson County, MO","29099","2019","2019","3000 - 3499 grams","07",807
,"Jefferson County, MO","29099","2019","2019","3500 - 3999 grams","08",629
,"Jefferson County, MO","29099","2019","2019","4000 - 4499 grams","09",128
,"Jefferson County, MO","29099","2019","2019","4500 - 4999 grams","10",14
,"Jefferson County, MO","29099","2020","2020","1000 - 1499 grams","03",11
,"Jefferson County, MO","29099","2020","2020","1500 - 1999 grams","04",36
,"Jefferson County, MO","29099","2020","2020","2000 - 2499 grams","05",107
,"Jefferson County, MO","29099","2020","2020","2500 - 2999 grams","06",388
,"Jefferson County, MO","29099","2020","2020","3000 - 3499 grams","07",857
,"Jefferson County, MO","29099","2020","2020","3500 - 3999 grams","08",553
,"Jefferson County, MO","29099","2020","2020","4000 - 4499 grams","09",131
,"Jefferson County, MO","29099","2020","2020","4500 - 4999 grams","10",16
,"Jefferson County, MO","29099","2021","2021","1500 - 1999 grams","04",26
,"Jefferson County, MO","29099","2021","2021","2000 - 2499 grams","05",115
,"Jefferson County, MO","29099","2021","2021","2500 - 2999 grams","06",352
,"Jefferson County, MO","29099","2021","2021","3000 - 3499 grams","07",833
,"Jefferson County, MO","29099","2021","2021","3500 - 3999 grams","08",559
,"Jefferson County, MO","29099","2021","2021","4000 - 4499 grams","09",148
,"Jefferson County, MO","29099","2021","2021","4500 - 4999 grams","10",25
,"Jefferson County, MO","29099","2022","2022","1000 - 1499 grams","03",14
,"Jefferson County, MO","29099","2022","2022","1500 - 1999 grams","04",28
,"Jefferson County, MO","29099","2022","2022","2000 - 2499 grams","05",100
,"Jefferson County, MO","29099","2022","2022","2500 - 2999 grams","06",353
,"Jefferson County, MO","29099","2022","2022","3000 - 3499 grams","07",790
,"Jefferson County, MO","29099","2022","2022","3500 - 3999 grams","08",550
,"Jefferson County, MO","29099","2022","2022","4000 - 4499 grams","09",161
,"Jefferson County, MO","29099","2022","2022","4500 - 4999 grams","10",26
,"Jefferson County, MO","29099","2023","2023","1000 - 1499 grams","03",21
,"Jefferson County, MO","29099","2023","2023","1500 - 1999 grams","04",33
,"Jefferson County, MO","29099","2023","2023","2000 - 2499 grams","05",124
,"Jefferson County, MO","29099","2023","2023","2500 - 2999 grams","06",357
,"Jefferson County, MO","29099","2023","2023","3000 - 3499 grams","07",845
,"Jefferson County, MO","29099","2023","2023","3500 - 3999 grams","08",581
,"Jefferson County, MO","29099","2023","2023","4000 - 4499 grams","09",164
,"Jefferson County, MO","29099","2023","2023","4500 - 4999 grams","10",18
,"Jefferson County, MO","29099","2024","2024","1000 - 1499 grams","03",13
,"Jefferson County, MO","29099","2024","2024","1500 - 1999 grams","04",42
,"Jefferson County, MO","29099","2024","2024","2000 - 2499 grams","05",124
,"Jefferson County, MO","29099","2024","2024","2500 - 2999 grams","06",405
,"Jefferson County, MO","29099","2024","2024","3000 - 3499 grams","07",849
,"Jefferson County, MO","29099","2024","2024","3500 - 3999 grams","08",575
,"Jefferson County, MO","29099","2024","2024","4000 - 4499 grams","09",143
,"Jefferson County, MO","29099","2024","2024","4500 - 4999 grams","10",19
,"St. Charles County, MO","29183","2016","2016","1000 - 1499 grams","03",23
,"St. Charles County, MO","29183","2016","2016","1500 - 1999 grams","04",55
,"St. Charles County, MO","29183","2016","2016","2000 - 2499 grams","05",198
,"St. Charles County, MO","29183","2016","2016","2500 - 2999 grams","06",608
,"St. Charles County, MO","29183","2016","2016","3000 - 3499 grams","07",1459
,"St. Charles County, MO","29183","2016","2016","3500 - 3999 grams","08",1222
,"St. Charles County, MO","29183","2016","2016","4000 - 4499 grams","09",360
,"St. Charles County, MO","29183","2016","2016","4500 - 4999 grams","10",46
,"St. Charles County, MO","29183","2017","2017","500 - 999 grams","02",11
,"St. Charles County, MO","29183","2017","2017","1000 - 1499 grams","03",26
,"St. Charles County, MO","29183","2017","2017","1500 - 1999 grams","04",52
,"St. Charles County, MO","29183","2017","2017","2000 - 2499 grams","05",168
,"St. Charles County, MO","29183","2017","2017","2500 - 2999 grams","06",595
,"St. Charles County, MO","29183","2017","2017","3000 - 3499 grams","07",1510
,"St. Charles County, MO","29183","2017","2017","3500 - 3999 grams","08",1167
,"St. Charles County, MO","29183","2017","2017","4000 - 4499 grams","09",332
,"St. Charles County, MO","29183","2017","2017","4500 - 4999 grams","10",51
,"St. Charles County, MO","29183","2018","2018","1000 - 1499 grams","03",16
,"St. Charles County, MO","29183","2018","2018","1500 - 1999 grams","04",57
,"St. Charles County, MO","29183","2018","2018","2000 - 2499 grams","05",166
,"St. Charles County, MO","29183","2018","2018","2500 - 2999 grams","06",611
,"St. Charles County, MO","29183","2018","2018","3000 - 3499 grams","07",1507
,"St. Charles County, MO","29183","2018","2018","3500 - 3999 grams","08",1136
,"St. Charles County, MO","29183","2018","2018","4000 - 4499 grams","09",311
,"St. Charles County, MO","29183","2018","2018","4500 - 4999 grams","10",52
,"St. Charles County, MO","29183","2019","2019","1000 - 1499 grams","03",29
,"St. Charles County, MO","29183","2019","2019","1500 - 1999 grams","04",63
,"St. Charles County, MO","29183","2019","2019","2000 - 2499 grams","05",190
,"St. Charles County, MO","29183","2019","2019","2500 - 2999 grams","06",648
,"St. Charles County, MO","29183","2019","2019","3000 - 3499 grams","07",1556
,"St. Charles County, MO","29183","2019","2019","3500 - 3999 grams","08",1104
,"St. Charles County, MO","29183","2019","2019","4000 - 4499 grams","09",317
,"St. Charles County, MO","29183","2019","2019","4500 - 4999 grams","10",39
,"St. Charles County, MO","29183","2020","2020","1000 - 1499 grams","03",19
,"St. Charles County, MO","29183","2020","2020","1500 - 1999 grams","04",46
,"St. Charles County, MO","29183","2020","2020","2000 - 2499 grams","05",183
,"St. Charles County, MO","29183","2020","2020","2500 - 2999 grams","06",645
,"St. Charles County, MO","29183","2020","2020","3000 - 3499 grams","07",1387
,"St. Charles County, MO","29183","2020","2020","3500 - 3999 grams","08",1058
,"St. Charles County, MO","29183","2020","2020","4000 - 4499 grams","09",280
,"St. Charles County, MO","29183","2020","2020","4500 - 4999 grams","10",38
,"St. Charles County, MO","29183","2021","2021","1000 - 1499 grams","03",27
,"St. Charles County, MO","29183","2021","2021","1500 - 1999 grams","04",40
,"St. Charles County, MO","29183","2021","2021","2000 - 2499 grams","05",157
,"St. Charles County, MO","29183","2021","2021","2500 - 2999 grams","06",565
,"St. Charles County, MO","29183","2021","2021","3000 - 3499 grams","07",1373
,"St. Charles County, MO","29183","2021","2021","3500 - 3999 grams","08",1068
,"St. Charles County, MO","29183","2021","2021","4000 - 4499 grams","09",273
,"St. Charles County, MO","29183","2021","2021","4500 - 4999 grams","10",38
,"St. Charles County, MO","29183","2022","2022","1000 - 1499 grams","03",33
,"St. Charles County, MO","29183","2022","2022","1500 - 1999 grams","04",63
,"St. Charles County, MO","29183","2022","2022","2000 - 2499 grams","05",180
,"St. Charles County, MO","29183","2022","2022","2500 - 2999 grams","06",608
,"St. Charles County, MO","29183","2022","2022","3000 - 3499 grams","07",1472
,"St. Charles County, MO","29183","2022","2022","3500 - 3999 grams","08",1017
,"St. Charles County, MO","29183","2022","2022","4000 - 4499 grams","09",274
,"St. Charles County, MO","29183","2022","2022","4500 - 4999 grams","10",29
,"St. Charles County, MO","29183","2023","2023","500 - 999 grams","02",12
,"St. Charles County, MO","29183","2023","2023","1000 - 1499 grams","03",15
,"St. Charles County, MO","29183","2023","2023","1500 - 1999 grams","04",53
,"St. Charles County, MO","29183","2023","2023","2000 - 2499 grams","05",153
,"St. Charles County, MO","29183","2023","2023","2500 - 2999 grams","06",638
,"St. Charles County, MO","29183","2023","2023","3000 - 3499 grams","07",1347
,"St. Charles County, MO","29183","2023","2023","3500 - 3999 grams","08",1061
,"St. Charles County, MO","29183","2023","2023","4000 - 4499 grams","09",272
,"St. Charles County, MO","29183","2023","2023","4500 - 4999 grams","10",25
,"St. Charles County, MO","29183","2024","2024","500 - 999 grams","02",16
,"St. Charles County, MO","29183","2024","2024","1000 - 1499 grams","03",23
,"St. Charles County, MO","29183","2024","2024","1500 - 1999 grams","04",56
,"St. Charles County, MO","29183","2024","2024","2000 - 2499 grams","05",179
,"St. Charles County, MO","29183","2024","2024","2500 - 2999 grams","06",648
,"St. Charles County, MO","29183","2024","2024","3000 - 3499 grams","07",1447
,"St. Charles County, MO","29183","2024","2024","3500 - 3999 grams","08",1066
,"St. Charles County, MO","29183","2024","2024","4000 - 4499 grams","09",260
,"St. Charles County, MO","29183","2024","2024","4500 - 4999 grams","10",32
,"St. Louis County, MO","29189","2016","2016","499 grams or less","01",15
,"St. Louis County, MO","29189","2016","2016","500 - 999 grams","02",69
,"St. Louis County, MO","29189","2016","2016","1000 - 1499 grams","03",67
,"St. Louis County, MO","29189","2016","2016","1500 - 1999 grams","04",142
,"St. Louis County, MO","29189","2016","2016","2000 - 2499 grams","05",525
,"St. Louis County, MO","29189","2016","2016","2500 - 2999 grams","06",1701
,"St. Louis County, MO","29189","2016","2016","3000 - 3499 grams","07",3753
,"St. Louis County, MO","29189","2016","2016","3500 - 3999 grams","08",2613
,"St. Louis County, MO","29189","2016","2016","4000 - 4499 grams","09",673
,"St. Louis County, MO","29189","2016","2016","4500 - 4999 grams","10",93
,"St. Louis County, MO","29189","2016","2016","Unknown or Not Stated","12",10
,"St. Louis County, MO","29189","2017","2017","500 - 999 grams","02",53
,"St. Louis County, MO","29189","2017","2017","1000 - 1499 grams","03",70
,"St. Louis County, MO","29189","2017","2017","1500 - 1999 grams","04",149
,"St. Louis County, MO","29189","2017","2017","2000 - 2499 grams","05",528
,"St. Louis County, MO","29189","2017","2017","2500 - 2999 grams","06",1693
,"St. Louis County, MO","29189","2017","2017","3000 - 3499 grams","07",3457
,"St. Louis County, MO","29189","2017","2017","3500 - 3999 grams","08",2302
,"St. Louis County, MO","29189","2017","2017","4000 - 4499 grams","09",613
,"St. Louis County, MO","29189","2017","2017","4500 - 4999 grams","10",92
,"St. Louis County, MO","29189","2018","2018","499 grams or less","01",17
,"St. Louis County, MO","29189","2018","2018","500 - 999 grams","02",50
,"St. Louis County, MO","29189","2018","2018","1000 - 1499 grams","03",72
,"St. Louis County, MO","29189","2018","2018","1500 - 1999 grams","04",182
,"St. Louis County, MO","29189","2018","2018","2000 - 2499 grams","05",550
,"St. Louis County, MO","29189","2018","2018","2500 - 2999 grams","06",1727
,"St. Louis County, MO","29189","2018","2018","3000 - 3499 grams","07",3515
,"St. Louis County, MO","29189","2018","2018","3500 - 3999 grams","08",2377
,"St. Louis County, MO","29189","2018","2018","4000 - 4499 grams","09",615
,"St. Louis County, MO","29189","2018","2018","4500 - 4999 grams","10",102
,"St. Louis County, MO","29189","2018","2018","Unknown or Not Stated","12",10
,"St. Louis County, MO","29189","2019","2019","499 grams or less","01",14
,"St. Louis County, MO","29189","2019","2019","500 - 999 grams","02",54
,"St. Louis County, MO","29189","2019","2019","1000 - 1499 grams","03",67
,"St. Louis County, MO","29189","2019","2019","1500 - 1999 grams","04",176
,"St. Louis County, MO","29189","2019","2019","2000 - 2499 grams","05",584
,"St. Louis County, MO","29189","2019","2019","2500 - 2999 grams","06",1959
,"St. Louis County, MO","29189","2019","2019","3000 - 3499 grams","07",3694
,"St. Louis County, MO","29189","2019","2019","3500 - 3999 grams","08",2459
,"St. Louis County, MO","29189","2019","2019","4000 - 4499 grams","09",581
,"St. Louis County, MO","29189","2019","2019","4500 - 4999 grams","10",65
,"St. Louis County, MO","29189","2020","2020","500 - 999 grams","02",39
,"St. Louis County, MO","29189","2020","2020","1000 - 1499 grams","03",63
,"St. Louis County, MO","29189","2020","2020","1500 - 1999 grams","04",179
,"St. Louis County, MO","29189","2020","2020","2000 - 2499 grams","05",543
,"St. Louis County, MO","29189","2020","2020","2500 - 2999 grams","06",1774
,"St. Louis County, MO","29189","2020","2020","3000 - 3499 grams","07",3476
,"St. Louis County, MO","29189","2020","2020","3500 - 3999 grams","08",2105
,"St. Louis County, MO","29189","2020","2020","4000 - 4499 grams","09",521
,"St. Louis County, MO","29189","2020","2020","4500 - 4999 grams","10",59
,"St. Louis County, MO","29189","2021","2021","500 - 999 grams","02",43
,"St. Louis County, MO","29189","2021","2021","1000 - 1499 grams","03",60
,"St. Louis County, MO","29189","2021","2021","1500 - 1999 grams","04",152
,"St. Louis County, MO","29189","2021","2021","2000 - 2499 grams","05",494
,"St. Louis County, MO","29189","2021","2021","2500 - 2999 grams","06",1722
,"St. Louis County, MO","29189","2021","2021","3000 - 3499 grams","07",3156
,"St. Louis County, MO","29189","2021","2021","3500 - 3999 grams","08",2137
,"St. Louis County, MO","29189","2021","2021","4000 - 4499 grams","09",495
,"St. Louis County, MO","29189","2021","2021","4500 - 4999 grams","10",49
,"St. Louis County, MO","29189","2022","2022","499 grams or less","01",13
,"St. Louis County, MO","29189","2022","2022","500 - 999 grams","02",46
,"St. Louis County, MO","29189","2022","2022","1000 - 1499 grams","03",69
,"St. Louis County, MO","29189","2022","2022","1500 - 1999 grams","04",180
,"St. Louis County, MO","29189","2022","2022","2000 - 2499 grams","05",537
,"St. Louis County, MO","29189","2022","2022","2500 - 2999 grams","06",1927
,"St. Louis County, MO","29189","2022","2022","3000 - 3499 grams","07",3296
,"St. Louis County, MO","29189","2022","2022","3500 - 3999 grams","08",2158
,"St. Louis County, MO","29189","2022","2022","4000 - 4499 grams","09",497
,"St. Louis County, MO","29189","2022","2022","4500 - 4999 grams","10",50
,"St. Louis County, MO","29189","2023","2023","499 grams or less","01",10
,"St. Louis County, MO","29189","2023","2023","500 - 999 grams","02",58
,"St. Louis County, MO","29189","2023","2023","1000 - 1499 grams","03",72
,"St. Louis County, MO","29189","2023","2023","1500 - 1999 grams","04",175
,"St. Louis County, MO","29189","2023","2023","2000 - 2499 grams","05",552
,"St. Louis County, MO","29189","2023","2023","2500 - 2999 grams","06",1789
,"St. Louis County, MO","29189","2023","2023","3000 - 3499 grams","07",3276
,"St. Louis County, MO","29189","2023","2023","3500 - 3999 grams","08",2047
,"St. Louis County, MO","29189","2023","2023","4000 - 4499 grams","09",466
,"St. Louis County, MO","29189","2023","2023","4500 - 4999 grams","10",53
,"St. Louis County, MO","29189","2024","2024","499 grams or less","01",11
,"St. Louis County, MO","29189","2024","2024","500 - 999 grams","02",45
,"St. Louis County, MO","29189","2024","2024","1000 - 1499 grams","03",87
,"St. Louis County, MO","29189","2024","2024","1500 - 1999 grams","04",183
,"St. Louis County, MO","29189","2024","2024","2000 - 2499 grams","05",535
,"St. Louis County, MO","29189","2024","2024","2500 - 2999 grams","06",1898
,"St. Louis County, MO","29189","2024","2024","3000 - 3499 grams","07",3378
,"St. Louis County, MO","29189","2024","2024","3500 - 3999 grams","08",2125
,"St. Louis County, MO","29189","2024","2024","4000 - 4499 grams","09",512
,"St. Louis County, MO","29189","2024","2024","4500 - 4999 grams","10",71
,"St. Louis city, MO","29510","2016","2016","500 - 999 grams","02",27
,"St. Louis city, MO","29510","2016","2016","1000 - 1499 grams","03",40
,"St. Louis city, MO","29510","2016","2016","1500 - 1999 grams","04",82
,"St. Louis city, MO","29510","2016","2016","2000 - 2499 grams","05",290
,"St. Louis city, MO","29510","2016","2016","2500 - 2999 grams","06",775
,"St. Louis city, MO","29510","2016","2016","3000 - 3499 grams","07",1295
,"St. Louis city, MO","29510","2016","2016","3500 - 3999 grams","08",759
,"St. Louis city, MO","29510","2016","2016","4000 - 4499 grams","09",174
,"St. Louis city, MO","29510","2016","2016","4500 - 4999 grams","10",23
,"St. Louis city, MO","29510","2017","2017","500 - 999 grams","02",30
,"St. Louis city, MO","29510","2017","2017","1000 - 1499 grams","03",35
,"St. Louis city, MO","29510","2017","2017","1500 - 1999 grams","04",59
,"St. Louis city, MO","29510","2017","2017","2000 - 2499 grams","05",238
,"St. Louis city, MO","29510","2017","2017","2500 - 2999 grams","06",672
,"St. Louis city, MO","29510","2017","2017","3000 - 3499 grams","07",1159
,"St. Louis city, MO","29510","2017","2017","3500 - 3999 grams","08",687
,"St. Louis city, MO","29510","2017","2017","4000 - 4499 grams","09",147
,"St. Louis city, MO","29510","2017","2017","4500 - 4999 grams","10",22
,"St. Louis city, MO","29510","2018","2018","500 - 999 grams","02",27
,"St. Louis city, MO","29510","2018","2018","1000 - 1499 grams","03",34
,"St. Louis city, MO","29510","2018","2018","1500 - 1999 grams","04",70
,"St. Louis city, MO","29510","2018","2018","2000 - 2499 grams","05",246
,"St. Louis city, MO","29510","2018","2018","2500 - 2999 grams","06",683
,"St. Louis city, MO","29510","2018","2018","3000 - 3499 grams","07",1098
,"St. Louis city, MO","29510","2018","2018","3500 - 3999 grams","08",700
,"St. Louis city, MO","29510","2018","2018","4000 - 4499 grams","09",155
,"St. Louis city, MO","29510","2018","2018","4500 - 4999 grams","10",23
,"St. Louis city, MO","29510","2019","2019","500 - 999 grams","02",28
,"St. Louis city, MO","29510","2019","2019","1000 - 1499 grams","03",24
,"St. Louis city, MO","29510","2019","2019","1500 - 1999 grams","04",82
,"St. Louis city, MO","29510","2019","2019","2000 - 2499 grams","05",246
,"St. Louis city, MO","29510","2019","2019","2500 - 2999 grams","06",753
,"St. Louis city, MO","29510","2019","2019","3000 - 3499 grams","07",1229
,"St. Louis city, MO","29510","2019","2019","3500 - 3999 grams","08",697
,"St. Louis city, MO","29510","2019","2019","4000 - 4499 grams","09",173
,"St. Louis city, MO","29510","2019","2019","4500 - 4999 grams","10",18
,"St. Louis city, MO","29510","2020","2020","500 - 999 grams","02",19
,"St. Louis city, MO","29510","2020","2020","1000 - 1499 grams","03",23
,"St. Louis city, MO","29510","2020","2020","1500 - 1999 grams","04",57
,"St. Louis city, MO","29510","2020","2020","2000 - 2499 grams","05",240
,"St. Louis city, MO","29510","2020","2020","2500 - 2999 grams","06",698
,"St. Louis city, MO","29510","2020","2020","3000 - 3499 grams","07",1152
,"St. Louis city, MO","29510","2020","2020","3500 - 3999 grams","08",642
,"St. Louis city, MO","29510","2020","2020","4000 - 4499 grams","09",122
,"St. Louis city, MO","29510","2020","2020","4500 - 4999 grams","10",12
,"St. Louis city, MO","29510","2021","2021","500 - 999 grams","02",24
,"St. Louis city, MO","29510","2021","2021","1000 - 1499 grams","03",34
,"St. Louis city, MO","29510","2021","2021","1500 - 1999 grams","04",71
,"St. Louis city, MO","29510","2021","2021","2000 - 2499 grams","05",253
,"St. Louis city, MO","29510","2021","2021","2500 - 2999 grams","06",734
,"St. Louis city, MO","29510","2021","2021","3000 - 3499 grams","07",1102
,"St. Louis city, MO","29510","2021","2021","3500 - 3999 grams","08",658
,"St. Louis city, MO","29510","2021","2021","4000 - 4499 grams","09",129
,"St. Louis city, MO","29510","2021","2021","4500 - 4999 grams","10",17
,"St. Louis city, MO","29510","2022","2022","500 - 999 grams","02",20
,"St. Louis city, MO","29510","2022","2022","1000 - 1499 grams","03",28
,"St. Louis city, MO","29510","2022","2022","1500 - 1999 grams","04",78
,"St. Louis city, MO","29510","2022","2022","2000 - 2499 grams","05",196
,"St. Louis city, MO","29510","2022","2022","2500 - 2999 grams","06",721
,"St. Louis city, MO","29510","2022","2022","3000 - 3499 grams","07",1158
,"St. Louis city, MO","29510","2022","2022","3500 - 3999 grams","08",565
,"St. Louis city, MO","29510","2022","2022","4000 - 4499 grams","09",114
,"St. Louis city, MO","29510","2022","2022","4500 - 4999 grams","10",18
,"St. Louis city, MO","29510","2023","2023","500 - 999 grams","02",20
,"St. Louis city, MO","29510","2023","2023","1000 - 1499 grams","03",38
,"St. Louis city, MO","29510","2023","2023","1500 - 1999 grams","04",81
,"St. Louis city, MO","29510","2023","2023","2000 - 2499 grams","05",230
,"St. Louis city, MO","29510","2023","2023","2500 - 2999 grams","06",685
,"St. Louis city, MO","29510","2023","2023","3000 - 3499 grams","07",1062
,"St. Louis city, MO","29510","2023","2023","3500 - 3999 grams","08",614
,"St. Louis city, MO","29510","2023","2023","4000 - 4499 grams","09",142
,"St. Louis city, MO","29510","2023","2023","4500 - 4999 grams","10",16
,"St. Louis city, MO","29510","2024","2024","500 - 999 grams","02",16
,"St. Louis city, MO","29510","2024","2024","1000 - 1499 grams","03",22
,"St. Louis city, MO","29510","2024","2024","1500 - 1999 grams","04",63
,"St. Louis city, MO","29510","2024","2024","2000 - 2499 grams","05",230
,"St. Louis city, MO","29510","2024","2024","2500 - 2999 grams","06",675
,"St. Louis city, MO","29510","2024","2024","3000 - 3499 grams","07",1042
,"St. Louis city, MO","29510","2024","2024","3500 - 3999 grams","08",591
,"St. Louis city, MO","29510","2024","2024","4000 - 4499 grams","09",143
,"Unidentified Counties, MO","29999","2016","2016","499 grams or less","01",28
,"Unidentified Counties, MO","29999","2016","2016","500 - 999 grams","02",93
,"Unidentified Counties, MO","29999","2016","2016","1000 - 1499 grams","03",144
,"Unidentified Counties, MO","29999","2016","2016","1500 - 1999 grams","04",383
,"Unidentified Counties, MO","29999","2016","2016","2000 - 2499 grams","05",1386
,"Unidentified Counties, MO","29999","2016","2016","2500 - 2999 grams","06",4763
,"Unidentified Counties, MO","29999","2016","2016","3000 - 3499 grams","07",10326
,"Unidentified Counties, MO","29999","2016","2016","3500 - 3999 grams","08",7631
,"Unidentified Counties, MO","29999","2016","2016","4000 - 4499 grams","09",2047
,"Unidentified Counties, MO","29999","2016","2016","4500 - 4999 grams","10",293
,"Unidentified Counties, MO","29999","2016","2016","5000 - 8165 grams","11",44
,"Unidentified Counties, MO","29999","2016","2016","Unknown or Not Stated","12",15
,"Unidentified Counties, MO","29999","2017","2017","499 grams or less","01",20
,"Unidentified Counties, MO","29999","2017","2017","500 - 999 grams","02",101
,"Unidentified Counties, MO","29999","2017","2017","1000 - 1499 grams","03",173
,"Unidentified Counties, MO","29999","2017","2017","1500 - 1999 grams","04",399
,"Unidentified Counties, MO","29999","2017","2017","2000 - 2499 grams","05",1393
,"Unidentified Counties, MO","29999","2017","2017","2500 - 2999 grams","06",4717
,"Unidentified Counties, MO","29999","2017","2017","3000 - 3499 grams","07",10248
,"Unidentified Counties, MO","29999","2017","2017","3500 - 3999 grams","08",7519
,"Unidentified Counties, MO","29999","2017","2017","4000 - 4499 grams","09",2015
,"Unidentified Counties, MO","29999","2017","2017","4500 - 4999 grams","10",311
,"Unidentified Counties, MO","29999","2017","2017","5000 - 8165 grams","11",32
,"Unidentified Counties, MO","29999","2017","2017","Unknown or Not Stated","12",22
,"Unidentified Counties, MO","29999","2018","2018","499 grams or less","01",29
